yang	which
salamnya	greetings
salamku	my regards
salaman	handshake
saksama	fair
sajianmu	your meal
runcing	pointed
rohaninya	spiritual
rohaniah	spiritual
riwayatnya	his/her history
riuh	noisy
rengek	whine
rendahnya	low
rembang	dance
rekanmu	your colleague
ratakanlah	flatten it
rangkaian	network
rancangkan	plan
rambutku	my hair
rambu	signpost
rajalah	king
raginya	the yeast
ragamu	your body
racunnya	the poison
rabun	short-sighted
putera	prince
pusakaku	my inheritance
punggungku	my back
pundak	shoulder
pulakah	also
puja	worship
prihatin	concerned
praktek	practice
pondasinya	the foundation
pitam	faint
pita	tape
piringmu	your plate
pipiku	my cheek
pinggulnya	her hips
pinggul	hip
pilihannya	his choice
pijak	step on
petunjukku	my instructions
pesannya	the message
pesanku	my message
pesa	post
perumahan	housing
pertumpahan	spill
pertolonganmu	your help
perteduhan	shelter
pertanggungjawaban	accountability
pertanggung	responsibility
persetujuanmu	your agreement
perseteruan	feud
persembahanku	my presentation
permulaannya	the beginning
perlindungannya	its protection
perlambang	symbol
perkuatlah	strengthen yourself
perkenankanlah	please allow
periksa	check
perhatianku	my attention
peresmian	inauguration
perempuanku	my girl
percayakah	do you believe
perbintangan	astrology
perbendaharaanmu	your treasury
perawatan	care
peratap	moaner
perantauan	overseas
perancang	designer
peran	role
penuaianmu	your harvest
pentingnya	importance
penjarah	looter
penindasmu	your oppressor
pengungsianku	my refuge
pengukurnya	the measure
pengudusan	sanctification
penglihatanku	my vision
pengirikanmu	your threshing
penggalian	excavation
pengasingan	isolation
pengangkutan	transportation
pengangkut	carrier
penganan	dessert
pengajaranku	my teaching
pengacara	lawyer
penengah	intermediary
pendengaran	hearing
pendendam	vengeful
pendeknya	in short
pendapatannya	his income
pendapatan	income
pendamai	peacemaker
pendakwanya	his/her prosecutor
penawanan	captivity
penasihatku	my advisor
penampakan	apparition
penadahnya	the recipient
pemikiranmu	your thoughts
pembunuhmu	your killer
pembungkus	wrapper
pembuatnya	the maker
pembicara	speaker
pemberiannya	his gift
pemberani	brave
pembelot	defector
pembajak	plowman
pemahat	sculptor
pelitaku	my lamp
pelirnya	his penis
pelayanku	my servant
pelayananku	my service
pelan	plan
peladang	farmer
pejabatmu	your office
pedusunan	settlement
paya	swamp
patahkan	break
pasangannya	his/her partner
paritnya	the ditch
papannya	the board
pangkalan	base
pandir	lazy
pancaran	beam
panahku	my arrow
pamer	show off
pamanku	my uncle
palung	trough
pajaknya	the tax
padangmu	your field
padamlah	go out
nyuwir	to draw
nyiakan	waste
nyanjung	flatter
nyalanya	the flame
nya	his/her
nodanya	the stain
nodamu	your stain
niatmu	your intention
nendang	kick
nelayannya	the fisherman
nasihatkan	advise
nafkahnya	his/her livelihood
mutu	quality
motong	cut
moncongnya	its snout
minumannya	the drink
minumanku	my drink
mimpimu	your dream
mimbar	pulpit
milimeter	millimeter
merubah	change
merpatiku	my pigeon
merintis	pioneer
meringkik	squeal
meresap	permeate
merenung	ponder
merentang	stretch
merelakan	give up
merasai	to taste
merak	peacock
menyuwir	to deceive
menyusahi	troublesome
menyinarkan	shine
menyilaukan	dazzling
menyia	waste
menyentakkan	jerk
menyemarakkan	to enliven
menyelinap	sneak
menyelimuti	envelop
menyelidik	research
menyeka	wipe
menyehatkan	healthy
menyegani	respect
menyebelahnya	next to him
menyebat	whip
menyapa	say hello
menyanggah	refute
menyamarlah	disguise yourself
menyakitimu	hurt you
menyadarkan	to awaken
menuntutnya	demand it
menumpuk	pile up
menudunginya	cover it
menuduhnya	accuse him/her
menuangkannya	pour it
menuainya	harvest it
menonjolkan	highlight
menombak	spear
menitik	drip
menipumu	deceive you
meninju	punch
meningkatkan	improve
menimpanya	befall him/her
menimbuni	to hide
mengurapinya	anoint it
menguranginya	reduce it
mengundangmu	invite you
mengulur	stretch
mengoyakkannya	tear it up
mengokohkannya	strengthen it
mengkhususkannya	specialize it
mengingininya	want it
menghujani	raining
menghubungkan	connect
menghanyutkannya	to wash it away
menghancurluluhkan	to destroy
menghamburkannya	waste it
menghalaukan	to drive away
menghadaplah	face it
menghabiskannya	spend it
menghabisinya	finish it off
menggunduli	to shave
menggubah	compose
menggetarkan	thrilling
menggemukkan	fatten
mengganas	terrorize
menggagahi	rape
mengesampingkan	set aside
mengeruk	dredge
mengeruhkan	to cloud
mengeranglah	groan
mengepungmu	surround you
mengasuhnya	to take care of him/her
mengartikannya	interpret it
mengapaninya	why is that
menganyam	weave
mengamankan	secure
mengamalkan	practice
mengalasi	to cover
mengaibkan	to humiliate
menertawakannya	laugh at it
menerjemahkannya	translate it
menerbitkan	publish
meneranginya	illuminate it
menenteramkan	to reassure
menenggelamkan	drown
menempuhnya	go through it
menegurmu	scold you
meneduhkan	dim
menebaknya	guess it
mendukakan	saddening
mendua	double
mendekap	hug
mendalami	to delve into
mencemarkannya	pollute it
mencekik	strangle
mencampurkan	mix
mencabutnya	pull it out
menatapnya	staring at him
menatang	to draw
menantikannya	looking forward to it
menajamkan	sharpen
menafsirkannya	interpret it
mena	what
memutuskannya	decide it
memujinya	praise him/her
mempesonakan	enchanting
mempersingkat	shorten
mempermuliakan	glorify
memperlakukanmu	treat you
memperkokoh	strengthen
memperistri	marry
memperindah	embellish
mempercantik	beautify
memperbarui	update
memperbaharui	renew
memedihkan	to hurt
memecut	accelerate
memburukkan	worsen
membunuhi	kill
membulatkan	rounding
membujukmu	persuade you
membiasakan	to get used to
memberontaklah	rebel
memberangus	muzzle
membenamkan	to embed
membeku	freeze
membahagiakan	make happy
membaginya	divide it
mematahkannya	break it
memasaknya	cook it
memaksamu	force you
memadamkannya	delete it
meluruskan	straighten
meluaplah	overflow
meliliti	wrap around
meleset	miss
melek	literate
melebih	exceed
melayaninya	serve him/her
melayanimu	to serve you
melarangnya	forbid it
melapisinya	cover it
megap	gape
megahkan	to boast
matian	dead
masalahnya	the problem
martabat	dignity
manusianya	the human being
manja	spoiled
manik	bead
mangu	wait
mangkok	bowl
mandurnya	the foreman
mampir	stop by
maklumkanlah	let me know
maklumat	information
mahatinggi	supreme
lumbungmu	your barn
lonceng	bell
loncat	jump
lisut	wilted
lipatan	fold
lingkarnya	the circumference
lingkar	circle
lindungi	protect
lindungan	protection
lepa	plaster
lembahmu	your valley
lelap	sleep
leherku	my neck
lebihnya	more
lebihkan	increase
lantaran	because
laju	fast
kutumpas	I destroyed
kutangkap	I caught
kusut	tangled
kustanya	his leprosy
kurbannya	the sacrifice
kurangnya	lack
kuperoleh	I got it.
kuperlakukan	I treat
kupenggal	I cut off
kupegang	I hold
kumuliakan	I honor you.
kumpulannya	his group
kumengerti	I understand.
kulup	foreskin
kulepaskan	I let go
kulenyapkan	I eliminated
kulaksanakan	I carry out
kukutuki	I curse.
kujanjikan	I promise
kuizinkan	I allow
kuharapkan	I hope
kuharap	I hope
kudiktekan	I dictate.
kudiami	I live
kudengarkan	I heard.
kubumu	your fortress
kubeli	I bought
kubakar	I burn.
kuagungkan	I glorify
komandannya	its commander
kidal	left-handed
khatannya	his circumcision
keuntungannya	the advantage
keuntunganmu	your profit
ketujuhnya	the seventh
keteguhan	firmness
kesulungan	birthright
kesukaranku	my difficulty
kesombongannya	his arrogance
kesepakatan	agreement
kesemuanya	all of them
kesedihanku	my sadness
kesayangannya	his/her favorite
kerut	wrinkle
kerusakannya	the damage
keruntuhannya	its collapse
kerubnya	the cherub
kertau	scold
kerongkongannya	his throat
kerongkongan	esophagus
kerjasama	cooperation
kerjakanlah	do it
kerikil	pebble
kerangka	frame
kerang	clam
kerabatmu	your relatives
kera	monkey
kepermaian	beauty
kepercayaanku	my trust
keperawanannya	her virginity
kendaraan	vehicle
kenang	remember
kenajisanmu	your impurity
kematianku	my death
kemaluannya	his penis
kemalanganmu	your misfortune
kelinci	rabbit
kelilingilah	go around
kelikir	gravel
kelapangan	spaciousness
kelahiranmu	your birth
kekudusannya	his holiness
kekenyangan	satiety
keindahanmu	your beauty
kehormatanmu	your honor
kehidupannya	his life
kehancurannya	its destruction
kegusaran	annoyance
kegembiraannya	his joy
kegembiraanku	my joy
kegelapanku	my darkness
kefasikannya	his wickedness
kedewasaan	maturity
kecurigaan	suspicion
kecelakaanku	my accident
kecantikannya	her beauty
kecaman	condemnation
kebutuhanmu	your needs
kebingunganku	my confusion
kebinasaannya	its destruction
kebijaksanaannya	his wisdom
kebiasaannya	usually
kebenaranmu	your truth
kebaikanku	my goodness
kebahagiaanmu	your happiness
kebahagiaanku	my happiness
kawal	control
kauurapilah	you are welcome
kausembelih	shirt
kausembah	you worship
kaupukul	you hit
kauletakkan	you put
kaulempari	you threw it
kaulalaikan	you are wrong
kaulahirkan	you gave birth
kaukejar	you chase
kaukasihi	you love
kauikuti	you follow
kaudiami	you live
kaudatangi	you came
kaudatang	you came
kaububuh	you are beautiful
kaubacakan	you read
kauapa	what are you
kauaniaya	you are wrong
kauajarkan	you teach
kati	cat
kasutnya	his shoes
kasur	mattress
karunianya	his gift
karibmu	yours truly
karam	shipwreck
kara	black
kamarmu	your room
kainmu	your cloth
kabarkan	tell
jurumudi	helmsman
jubahku	my robe
jempol	thumb
jelitaku	my beauty
jeleknya	how ugly
jelajahilah	explore
jelajahi	explore
jariku	my finger
jantungnya	his heart
janggutmu	your beard
jamban	toilet
jamah	crowd
iring	escort
injaklah	step on it
ingini	remember
inggu	week
impian	dream
ikrarkan	promise
ikannya	the fish
ibunda	mother
hindarilah	avoid
hindari	avoid
hidangkan	serve
hewannya	the animal
hawar	blight
hasilmu	your result
hancurkanlah	destroy it
hambalah	servant
gulung	roll
gulinglah	roll over
gulana	sugar
gugusannya	the group
guci	jar
giatnya	his/her activity
gentarlah	be afraid
gemetaran	trembling
gemerincing	jingle
gembiranya	how happy
gembalamu	your shepherd
gembalakanlah	shepherd
gelaplah	it is dark
gelangnya	the bracelet
gegabah	reckless
gantung	hang
gambarkan	describe
gagap	stutter
gadismu	your girl
fondasinya	the foundation
filsafat	philosophy
ering	dry
empuk	soft
diuntukkan	allocated
diungkapkan	expressed
ditopang	supported
ditolongnya	helped by him
ditikamnya	stabbed
ditidurinya	slept with
ditemani	accompanied
ditaruhnyalah	he put it
ditariknya	he pulled
ditangisi	cried over
ditanggalkannya	removed it
ditanamnya	planted it
ditambal	patched
disusul	followed by
disulam	embroidered
disokong	supported
disingkirkannya	removed it
disimpulkan	concluded
disesah	whipped
disentri	dysentery
diselami	immersed
disediakannya	provided
disajikan	served
dirombak	remodeled
direncanakannya	he planned
diremehkan	underestimated
dirasuki	possessed
dirangkap	double
dirancangkan	planned
diputarbalikkan	distorted
diputar	rotated
dipunyai	owned
dipukulkannya	he/she/it hit
dipotongnya	cut it
dipikirkannya	he thought
diperlihatkannya	he showed
diperkaya	enriched
dipercik	sprinkled
diperbarui	updated
dipegangnyalah	he/she/it holds
dipecat	fired
dipatok	pegged
dipasung	shackled
dipasangnyalah	he installed it
dipan	couch
dipaksanya	forced
dinikmati	enjoyed
dinihari	early morning
dinamainyalah	it was named
dimurkai	angered
dimuntahkannya	he vomited
dimeterai	sealed
dilukiskan	drawn
dilontarkan	thrown
dilepasnya	released
dilaporkan	reported
dilakukannyalah	he did it
dilaksanakannya	its implementation
dikurangkan	reduced
dikunjungi	visited
dikoyakkannya	torn apart
dikosongkan	emptied
dikoreksi	corrected
dikirimkannya	send it
diketemukan	found
dikeroyok	beaten up
dikerahkanlah	be deployed
dikendarai	driven
dikeluarkannya	its removal
dikejarnya	chased by him
dikasihinya	loved by him
dijumpainya	found it
dijumpai	found
dijamin	guaranteed
dijalaninya	lived it
diirik	threshed
diindahkan	respected
diilhami	inspired
dihinggapi	be attacked
dihembus	exhaled
dihalaukan	expelled
dihadiahkan	gifted
digunduli	shaved
diguncangkan	shaken
diguncang	shaken
digoncangkan	shaken
digoncang	shaken
digembalakan	shepherded
digarami	salted
digagalkan	thwarted
difahami	understood
dielu	kneaded
didapatilah	found
didamaikan	reconciled
dicungkil	dug up
dicampurkan	mixed
dibutuhkannya	it is needed
dibuangnya	he threw it away
dibedakan	distinguished
dibayarkan	paid
dibaringkannya	lay him down
dibanting	slammed
dibaharui	renewed
dibacanya	he read it
diangkatnyalah	he lifted it
diaken	deacon
dewaku	my god
derik	rattle
deretan	row
dendang	drum
debunya	the dust
datangkan	bring
darinya	from him/her
dangkal	shallow
dakwaannya	his claim
dacing	duck
curian	theft
curahkanlah	pour it out
cukuplah	enough
cukupkanlah	enough
cucuku	my grandson
compang	tattered
cintai	love
ceritera	story
cenderung	tend
celak	eyeliner
cegah	prevent
caramu	your way
camar	seagull
cakar	claw
cadangan	suggestion
cabutlah	unplug it
buyut	great-grandfather
bulanan	monthly
buih	foam
bugil	naked
budinya	his/her mind
bodohlah	be stupid
bingkainya	the frame
bimbinglah	guide
bilakah	when
bijaksananya	his wisdom
betinanya	the female
besertamu	with you
besarkanlah	enlarge
berwajah	face
berurusan	deal
bertudung	veiled
bertetesan	dripping
berteman	to be friends
bertekuk	bowed
bertebaran	scattered
bertatahkan	inlaid
bertaruh	bet
bertangis	crying
bersitegang	tense
bersilat	to fight
berselimutkan	covered
bersangkutan	concerned
bersamaan	simultaneously
bersalju	snowy
bersalam	greet
bersabarlah	be patient
berpotong	intersect
berpilin	twisted
berpijar	glowing
berpenghasilan	earning
berpasangan	in pairs
berpapasan	pass by
berpandang	look
berpalang	cross
berpagar	fenced
berpacu	race
berongga	hollow
berobat	get treatment
bernazarlah	make a vow
bermuatan	charged
berlekuk	notched
berkomunikasi	communicate
berkiblat	Qiblah
berkewajiban	obliged
berkerut	frown
berkendaraan	driving
berkecamuk	raging
berjuta	millions
berjiwa	soulful
berjanjilah	promise
berjam	hours
berjabat	shake hands
beristerikan	get married
berisikan	contains
berikatkan	tie
berhimpunlah	gather together
berhantaran	send
bergoncanglah	shake
bergigi	toothed
bergelombang	wavy
bercumbu	flirt
berburu	hunting
berawas	watch out
berawan	cloudy
beranggapan	assume
bekasnya	the former
bedeng	bed
bayarannya	the payment
bayangannya	his shadow
bawahmu	under you
barisanmu	your line
baptis	baptism
bantuanmu	your help
baloknya	the beam
bahumu	your shoulder
bahuku	my shoulder
bahagiannya	part of it
bahagian	part
bagilah	divide
badaninya	his body
babinya	the pig
ayo	come on
atapnya	the roof
asalan	origin
arusnya	the current
arsip	archive
apung	floating
antarkan	deliver
amarahmu	your anger
akik	agate
ajaklah	invite
adukan	stir
adas	fennel
acungkan	raise
abangku	my brother
Zofah	Zophah
Zeret	Zereth
Zereda	Zeredah
Zakeus	Zacchaeus
Yuta	Million
Yosekh	Joseph
Yoada	Joada
Yiswa	Yeshua
Yesyurun	Yeshurun
Yerusa	Jerusalem
Yerah	Jerah
Yemuel	Jemuel
Yehudalah	Judah
Yehaleleel	Yehallelel
Yebusi	Jebusite
Yada	Yes
Ulurkan	Reach out
Tuhannya	His Lord
Trifosa	Tryphosa
Trifena	Tryphena
Tirhaka	Tirhakah
Timeus	Timaeus
Timbunilah	Fill it up.
Tifsah	Tiphsah
Tiadakah	Is there no
Teudas	Theudas
Tauratmu	Your Torah
Talita	Talitha
Syeol	Sheol
Sosipater	Socipater
Sirakusa	Syracuse
Sikhar	Sychar
Semari	Closet
Selisia	Celiac
Selemah	Weak
Selef	Previous
Seled	Sled
Sekundus	Second
Searya	Seraya
Sarungkan	Cover
Samotrake	Samothrace
Salmone	Salmon
Sabta	Saturday
Roi	Roy
Rodos	Rhodes
Regium	Rhegium
Regem	Diet
Raamses	Ramses
Piton	Python
Petor	Peter
Pekod	Code
Patrusim	Pathrusim
Patriot	Patriots
Partia	Parthia
Olimpas	Olympus
Ohad	Sunday
Noaja	Noah
Nimfa	Nymph
Nikopolis	Nicopolis
Nikanor	Nicanor
Neftoah	Nephtoah
Narkisus	Narcissus
Naftuhim	Naphtuhim
Minyamin	Miniamin
Mikael	Michael
Mezahab	Religion
Metusael	Methuselah
Mehuyael	Mehujael
Mawet	Dead
Madon	Madonna
Lisanias	Lysanias
Likia	Lycia
Lesem	Leshem
Lanjutan	Advanced
Kwartus	Quartz
Kutumpahkan	I spilled it.
Kuteguhkan	I confirm.
Kusumpahi	I swear
Kuratakan	I'm sorry.
Kukhususkan	I specialize
Kududukkan	I sit down.
Kuancamkan	I threaten.
Kuadili	Judge
Kreskes	Creskes
Koyakkanlah	Tear it up.
Koresa	Koresh
Kolhoze	Kolkhoz
Klopas	Clopas
Kleopas	Cleopas
Klemens	Clement
Klaudia	Claudia
Kisyon	Kishon
Kislew	Kislev
Kirenius	Quirinius
Kinerot	Kineroth
Kerem	Cream
Kenat	Tight
Kaulemparkan	You threw it.
Kauda	Tail
Karpus	Carpus
Kalvari	Calvary
Kalkol	Calculus
Iturea	Ituraea
Ilirikum	Illyricum
Hermas	Hermes
Helam	Helmet
Harmagedon	Armageddon
Harhas	Harsha
Hareset	Hareseth
Hamati	Hamathi
Hadasa	Hadassah
Goren	Fried
Gitaim	Gittaim
Geter	Vibration
Flegon	Phlegon
Filologus	Philologist
Filetus	Philetus
Febe	Phoebe
Fanuel	Phanuel
Eunike	Eunice
Esyban	Essyban
Eston	Estonia
Esarhadon	Esarhaddon
Erekh	Erech
Elyahba	Elijah
Elteke	Eltek
Eliseba	Elizabeth
Eglat	Eglath
Efata	Ephrata
Dobrat	Double
Dekatkanlah	Bring it closer
Dalmanuta	Dalmanutha
Biduk	Bigfoot
Bergemuruhlah	Make a fuss
Beeri	Beer
Babilon	Babylon
Azalya	Azalea
Ayolah	Come on.
Awit	Date
Aturlah	Organize
Atalia	Athaliah
Asinkritus	Asyncritus
Aruma	Aroma
Artemas	Artemis
Apolonia	Apollonia
Apolion	Apollyon
Apeles	Apples
Apaim	Appaim
Andronikus	Andronicus
Ananya	Anya
Amfipolis	Amphipolis
Ahi	Oh my.
Agustus	August
Adumim	Adummim
Adramitium	Adramyttium
Abisalom	Absalom
zirahnya	his armor
zinahnya	his adultery
wasit	referee
warismu	your heir
warganya	its citizens
wanitalah	it's a woman
walikota	mayor
wajahku	my face
utusanmu	your messenger
utaramu	your north
usulnya	the proposal
urutannya	the order
urus	manage
upetinya	his tribute
upaya	effort
umumkan	announce
umpan	bait
ulet	tenacious
ulatnya	the caterpillar
udaranya	the air
ubahlah	change it
uap	steam
tutupan	cover
turunkanlah	take it down
tuntutlah	demand
tunggang	ride
tumpahkanlah	spill it
tumpahan	spill
tumitnya	his heel
tumbang	collapsed
tujuhnya	the seven
tuju	destination
tudungnya	her headscarf
tubi	deep
tuangkanlah	pour it
tuangannya	the casting
tuailah	harvest
toreh	tap
tong	barrel
titahnya	his command
tiruan	imitation
tiru	imitate
tiris	drip
tinju	boxing
tindak	act
timurnya	east of it
timpakan	impact
timbanglah	weigh
tilam	mattress
tidurkah	are you sleeping
tibanya	arrival
tewaslah	die
tetanggaku	my neighbor
